,Name,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting,Nationality,Flag,Club,club_logo,Photo
10533,C. Paredes,64,59,59,63,65,63,72,57,Paraguay,https://cdn.sofifa.org/flags/58.png,Portland Timbers,https://cdn.sofifa.org/teams/2/light/111140.png,https://cdn.sofifa.org/players/4/19/237203.png
10534,M. Ogasawara,63,62,64,67,46,56,65,58,Japan,https://cdn.sofifa.org/flags/163.png,Kashima Antlers,https://cdn.sofifa.org/teams/2/light/101147.png,https://cdn.sofifa.org/players/4/19/140180.png
10535,L. O'Nien,63,62,59,63,69,73,68,58,England,https://cdn.sofifa.org/flags/14.png,Sunderland,https://cdn.sofifa.org/teams/2/light/106.png,https://cdn.sofifa.org/players/4/19/215700.png
10536,Einar Galilea,64,48,51,42,58,68,69,37,Spain,https://cdn.sofifa.org/flags/45.png,FC Sochaux-Montbéliard,https://cdn.sofifa.org/teams/2/light/226.png,https://cdn.sofifa.org/players/4/19/219796.png
10537,F. Tingager,64,52,46,48,48,58,67,26,Denmark,https://cdn.sofifa.org/flags/13.png,Eintracht Braunschweig,https://cdn.sofifa.org/teams/2/light/110500.png,https://cdn.sofifa.org/players/4/19/231828.png
10538,R. Reid,26,57,57,49,70,72,65,58,England,https://cdn.sofifa.org/flags/14.png,Forest Green Rovers,https://cdn.sofifa.org/teams/2/light/561.png,https://cdn.sofifa.org/players/4/19/179860.png
10539,V. Supriaga,14,55,44,37,76,59,74,54,Ukraine,https://cdn.sofifa.org/flags/49.png,Dynamo Kyiv,https://cdn.sofifa.org/teams/2/light/101047.png,https://cdn.sofifa.org/players/4/19/245396.png
10540,C. Starfelt,67,44,47,37,62,68,68,28,Sweden,https://cdn.sofifa.org/flags/46.png,IFK Göteborg,https://cdn.sofifa.org/teams/2/light/319.png,https://cdn.sofifa.org/players/4/19/220821.png
10541,R. Boukari,25,64,53,59,70,52,65,62,Togo,https://cdn.sofifa.org/flags/144.png,La Berrichonne de Châteauroux,https://cdn.sofifa.org/teams/2/light/212.png,https://cdn.sofifa.org/players/4/19/165269.png
10542,E. Vandenabeele,62,48,47,45,54,68,66,35,France,https://cdn.sofifa.org/flags/18.png,Grenoble Foot 38,https://cdn.sofifa.org/teams/2/light/1805.png,https://cdn.sofifa.org/players/4/19/244117.png
10543,D. Fox,61,63,65,69,60,69,65,62,England,https://cdn.sofifa.org/flags/14.png,Plymouth Argyle,https://cdn.sofifa.org/teams/2/light/1929.png,https://cdn.sofifa.org/players/4/19/138390.png
10544,D. Boldor,64,50,51,48,43,59,67,28,Romania,https://cdn.sofifa.org/flags/39.png,Foggia,https://cdn.sofifa.org/teams/2/light/110911.png,https://cdn.sofifa.org/players/4/19/223638.png
10545,S. Narazaki,24,26,33,27,57,58,65,23,Japan,https://cdn.sofifa.org/flags/163.png,Nagoya Grampus,https://cdn.sofifa.org/teams/2/light/112092.png,https://cdn.sofifa.org/players/4/19/140183.png
10546,N. Brock-Madsen,33,58,49,44,58,66,66,52,Denmark,https://cdn.sofifa.org/flags/13.png,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,https://cdn.sofifa.org/players/4/19/211095.png
10547,K. Boto,65,54,53,63,64,68,70,36,France,https://cdn.sofifa.org/flags/18.png,AJ Auxerre,https://cdn.sofifa.org/teams/2/light/57.png,https://cdn.sofifa.org/players/4/19/228759.png
10548,J. Bothroyd,24,68,55,59,38,55,65,67,England,https://cdn.sofifa.org/flags/14.png,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/teams/2/light/112444.png,https://cdn.sofifa.org/players/4/19/53655.png
10549,J. Słowik,15,12,27,18,44,40,66,16,Poland,https://cdn.sofifa.org/flags/37.png,Śląsk Wrocław,https://cdn.sofifa.org/teams/2/light/111092.png,https://cdn.sofifa.org/players/4/19/201112.png
10550,L. Norris,21,57,46,48,61,69,66,65,England,https://cdn.sofifa.org/flags/14.png,Colchester United,https://cdn.sofifa.org/teams/2/light/1935.png,https://cdn.sofifa.org/players/4/19/203416.png
10551,D. Schmidt,65,56,62,66,56,70,66,47,Netherlands,https://cdn.sofifa.org/flags/34.png,SC Heerenveen,https://cdn.sofifa.org/teams/2/light/1913.png,https://cdn.sofifa.org/players/4/19/204184.png
10552,A. Longhi,63,60,58,62,68,68,65,50,Italy,https://cdn.sofifa.org/flags/27.png,Brescia,https://cdn.sofifa.org/teams/2/light/190.png,https://cdn.sofifa.org/players/4/19/205720.png
10553,D. Dziwniel,63,56,56,59,69,72,66,43,Poland,https://cdn.sofifa.org/flags/37.png,Zagłębie Lubin,https://cdn.sofifa.org/teams/2/light/110749.png,https://cdn.sofifa.org/players/4/19/211864.png
10554,G. Fechner,63,54,57,59,63,63,71,40,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Kaiserslautern,https://cdn.sofifa.org/teams/2/light/29.png,https://cdn.sofifa.org/players/4/19/233880.png
10555,T. Diagouraga,62,62,66,61,60,62,65,53,France,https://cdn.sofifa.org/flags/18.png,Swindon Town,https://cdn.sofifa.org/teams/2/light/1934.png,https://cdn.sofifa.org/players/4/19/172952.png
10556,Yoon Bit Garam,53,62,64,63,72,70,65,65,Korea Republic,https://cdn.sofifa.org/flags/167.png,Sangju Sangmu FC,https://cdn.sofifa.org/teams/2/light/2055.png,https://cdn.sofifa.org/players/4/19/200601.png
10557,J. Maja,26,60,43,51,68,60,74,59,England,https://cdn.sofifa.org/flags/14.png,Sunderland,https://cdn.sofifa.org/teams/2/light/106.png,https://cdn.sofifa.org/players/4/19/235161.png
10558,O. Cissé,60,58,59,57,44,70,66,47,Mali,https://cdn.sofifa.org/flags/126.png,Milton Keynes Dons,https://cdn.sofifa.org/teams/2/light/1798.png,https://cdn.sofifa.org/players/4/19/203930.png
10559,A. Butler,64,42,51,47,47,70,65,37,England,https://cdn.sofifa.org/flags/14.png,Doncaster Rovers,https://cdn.sofifa.org/teams/2/light/142.png,https://cdn.sofifa.org/players/4/19/140442.png
10560,O. Marciano,14,16,25,18,46,51,66,16,Israel,https://cdn.sofifa.org/flags/26.png,Hibernian,https://cdn.sofifa.org/teams/2/light/81.png,https://cdn.sofifa.org/players/4/19/220314.png
10561,H. Kadish,63,58,57,59,70,74,66,44,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Hilal,https://cdn.sofifa.org/teams/2/light/605.png,https://cdn.sofifa.org/players/4/19/210843.png
10562,J. Allen,63,56,62,66,72,70,70,46,England,https://cdn.sofifa.org/flags/14.png,Burton Albion,https://cdn.sofifa.org/teams/2/light/15015.png,https://cdn.sofifa.org/players/4/19/213147.png
10563,G. Melkadze,43,61,63,58,70,70,70,56,Russia,https://cdn.sofifa.org/flags/40.png,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,https://cdn.sofifa.org/players/4/19/228763.png
10564,K. Hashimoto,55,60,62,64,68,64,68,54,Japan,https://cdn.sofifa.org/flags/163.png,FC Tokyo,https://cdn.sofifa.org/teams/2/light/101150.png,https://cdn.sofifa.org/players/4/19/232859.png
10565,Hu Rentian,43,60,59,59,72,75,65,57,China PR,https://cdn.sofifa.org/flags/155.png,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,https://cdn.sofifa.org/players/4/19/222620.png
10566,C. Pickel,59,58,65,61,66,70,72,45,Switzerland,https://cdn.sofifa.org/flags/47.png,Neuchâtel Xamax,https://cdn.sofifa.org/teams/2/light/435.png,https://cdn.sofifa.org/players/4/19/233884.png
10567,S. Chukwueze,22,57,42,53,76,62,73,57,Nigeria,https://cdn.sofifa.org/flags/133.png,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,https://cdn.sofifa.org/players/4/19/246172.png
10568,D. Andrew,62,60,58,66,67,62,65,50,England,https://cdn.sofifa.org/flags/14.png,Doncaster Rovers,https://cdn.sofifa.org/teams/2/light/142.png,https://cdn.sofifa.org/players/4/19/190620.png
10569,A. Kofler,20,14,20,22,44,54,65,15,Austria,https://cdn.sofifa.org/flags/4.png,Wolfsberger AC,https://cdn.sofifa.org/teams/2/light/111822.png,https://cdn.sofifa.org/players/4/19/217502.png
10570,T. Walker,27,62,47,44,78,68,70,58,England,https://cdn.sofifa.org/flags/14.png,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,https://cdn.sofifa.org/players/4/19/222878.png
10571,N. Venema,17,57,46,45,65,62,71,55,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Utrecht,https://cdn.sofifa.org/teams/2/light/1903.png,https://cdn.sofifa.org/players/4/19/237726.png
10572,R. Sufyani,31,64,52,61,70,71,65,60,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Taawoun,https://cdn.sofifa.org/teams/2/light/112393.png,https://cdn.sofifa.org/players/4/19/209567.png
10573,J. Borring,35,64,58,63,63,60,65,62,Denmark,https://cdn.sofifa.org/flags/13.png,AC Horsens,https://cdn.sofifa.org/teams/2/light/1446.png,https://cdn.sofifa.org/players/4/19/155551.png
10574,N. Nyauza,69,56,41,53,70,74,65,33,South Africa,https://cdn.sofifa.org/flags/140.png,Orlando Pirates,https://cdn.sofifa.org/teams/2/light/110930.png,https://cdn.sofifa.org/players/4/19/221599.png
10575,Marcelo Vildeia,25,62,51,46,77,63,65,61,Brazil,https://cdn.sofifa.org/flags/54.png,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,https://cdn.sofifa.org/players/4/19/230303.png
10576,V. Janelt,62,58,61,61,62,68,70,50,Germany,https://cdn.sofifa.org/flags/21.png,VfL Bochum 1848,https://cdn.sofifa.org/teams/2/light/160.png,https://cdn.sofifa.org/players/4/19/235167.png
10577,L. Nieuwpoort,63,56,48,53,62,64,67,40,Netherlands,https://cdn.sofifa.org/flags/34.png,De Graafschap,https://cdn.sofifa.org/teams/2/light/635.png,https://cdn.sofifa.org/players/4/19/243615.png
10578,Hu Jinghang,16,55,52,38,74,73,69,56,China PR,https://cdn.sofifa.org/flags/155.png,Henan Jianye FC,https://cdn.sofifa.org/teams/2/light/111779.png,https://cdn.sofifa.org/players/4/19/241312.png
10579,Aguado,52,63,55,65,58,54,70,59,Spain,https://cdn.sofifa.org/flags/45.png,Córdoba CF,https://cdn.sofifa.org/teams/2/light/1867.png,https://cdn.sofifa.org/players/4/19/242336.png
10580,A. Raineau,66,60,60,63,61,72,65,47,France,https://cdn.sofifa.org/flags/18.png,La Berrichonne de Châteauroux,https://cdn.sofifa.org/teams/2/light/212.png,https://cdn.sofifa.org/players/4/19/177568.png
10581,S. Mölders,30,56,58,42,54,64,65,62,Germany,https://cdn.sofifa.org/flags/21.png,TSV 1860 München,https://cdn.sofifa.org/teams/2/light/33.png,https://cdn.sofifa.org/players/4/19/183712.png
10582,C. Mackail-Smith,29,58,63,54,70,74,65,60,Scotland,https://cdn.sofifa.org/flags/42.png,Wycombe Wanderers,https://cdn.sofifa.org/teams/2/light/1933.png,https://cdn.sofifa.org/players/4/19/155041.png
10583,A. Power,59,53,61,64,60,71,65,48,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Kilmarnock,https://cdn.sofifa.org/teams/2/light/82.png,https://cdn.sofifa.org/players/4/19/182689.png
10584,A. Sabbione,63,57,61,59,64,74,66,43,Italy,https://cdn.sofifa.org/flags/27.png,Carpi,https://cdn.sofifa.org/teams/2/light/112409.png,https://cdn.sofifa.org/players/4/19/224930.png
10585,D. Tadić,19,62,56,50,71,74,65,64,Austria,https://cdn.sofifa.org/flags/4.png,TSV Hartberg,https://cdn.sofifa.org/teams/2/light/2017.png,https://cdn.sofifa.org/players/4/19/201891.png
10586,G. Karlen,25,58,58,43,68,64,67,60,Switzerland,https://cdn.sofifa.org/flags/47.png,Neuchâtel Xamax,https://cdn.sofifa.org/teams/2/light/435.png,https://cdn.sofifa.org/players/4/19/215459.png
10587,K. Jackson,28,56,49,42,79,57,66,56,England,https://cdn.sofifa.org/flags/14.png,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,https://cdn.sofifa.org/players/4/19/216227.png
10588,G. Zakuani,66,40,47,35,71,71,65,21,DR Congo,https://cdn.sofifa.org/flags/110.png,Gillingham,https://cdn.sofifa.org/teams/2/light/1802.png,https://cdn.sofifa.org/players/4/19/152483.png
10589,J. Mezú,40,55,56,65,77,70,65,55,Colombia,https://cdn.sofifa.org/flags/56.png,Jaguares de Córdoba,https://cdn.sofifa.org/teams/2/light/112903.png,https://cdn.sofifa.org/players/4/19/219555.png
10590,A. Verschueren,64,53,59,62,66,64,67,39,Belgium,https://cdn.sofifa.org/flags/7.png,NAC Breda,https://cdn.sofifa.org/teams/2/light/1904.png,https://cdn.sofifa.org/players/4/19/224163.png
10591,K. Miyahara,58,47,53,65,69,74,70,35,Japan,https://cdn.sofifa.org/flags/163.png,Nagoya Grampus,https://cdn.sofifa.org/teams/2/light/112092.png,https://cdn.sofifa.org/players/4/19/232611.png
10592,Nito Carbelho,33,59,56,54,72,61,65,59,Brazil,https://cdn.sofifa.org/flags/54.png,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,https://cdn.sofifa.org/players/4/19/236196.png
10593,N. Manzambi,21,63,40,45,72,71,72,55,Switzerland,https://cdn.sofifa.org/flags/47.png,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,https://cdn.sofifa.org/players/4/19/239268.png
10594,A. Ferdinand,64,50,54,53,57,68,65,45,England,https://cdn.sofifa.org/flags/14.png,St. Mirren,https://cdn.sofifa.org/teams/2/light/100805.png,https://cdn.sofifa.org/players/4/19/53412.png
10595,B. Pringle,47,58,62,65,65,68,65,65,England,https://cdn.sofifa.org/flags/14.png,Grimsby Town,https://cdn.sofifa.org/teams/2/light/92.png,https://cdn.sofifa.org/players/4/19/193956.png
10596,D. Boysen,36,59,55,55,78,68,65,58,Denmark,https://cdn.sofifa.org/flags/13.png,IF Elfsborg,https://cdn.sofifa.org/teams/2/light/700.png,https://cdn.sofifa.org/players/4/19/202661.png
10597,G. Kusunga,60,51,51,57,62,62,65,46,Angola,https://cdn.sofifa.org/flags/98.png,Dundee FC,https://cdn.sofifa.org/teams/2/light/180.png,https://cdn.sofifa.org/players/4/19/144037.png
10598,A. Tshibola,60,62,63,65,66,67,68,52,DR Congo,https://cdn.sofifa.org/flags/110.png,Kilmarnock,https://cdn.sofifa.org/teams/2/light/82.png,https://cdn.sofifa.org/players/4/19/216485.png
10599,C. Jopia,62,62,59,63,68,72,66,41,Chile,https://cdn.sofifa.org/flags/55.png,CD Huachipato,https://cdn.sofifa.org/teams/2/light/111327.png,https://cdn.sofifa.org/players/4/19/223653.png
10600,Francisco Júnior,59,55,65,56,74,74,66,53,Guinea Bissau,https://cdn.sofifa.org/flags/119.png,Strømsgodset IF,https://cdn.sofifa.org/teams/2/light/922.png,https://cdn.sofifa.org/players/4/19/208294.png
10601,M. Fox,65,60,54,58,62,73,67,40,Wales,https://cdn.sofifa.org/flags/50.png,Sheffield Wednesday,https://cdn.sofifa.org/teams/2/light/1807.png,https://cdn.sofifa.org/players/4/19/208806.png
10602,A. Hanche-Olsen,63,53,55,52,62,72,69,33,Norway,https://cdn.sofifa.org/flags/36.png,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,https://cdn.sofifa.org/players/4/19/228518.png
10603,J. Welsh,64,55,62,59,42,70,65,48,England,https://cdn.sofifa.org/flags/14.png,Grimsby Town,https://cdn.sofifa.org/teams/2/light/92.png,https://cdn.sofifa.org/players/4/19/138151.png
10604,U. Garcia,62,56,52,55,66,70,68,31,Switzerland,https://cdn.sofifa.org/flags/47.png,BSC Young Boys,https://cdn.sofifa.org/teams/2/light/900.png,https://cdn.sofifa.org/players/4/19/223143.png
10605,Gao Zhunyi,61,54,52,62,66,63,70,52,China PR,https://cdn.sofifa.org/flags/155.png,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,https://cdn.sofifa.org/players/4/19/232871.png
10606,M. Hildebrandt,12,17,33,21,42,55,66,15,United States,https://cdn.sofifa.org/flags/95.png,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,https://cdn.sofifa.org/players/4/19/241831.png
10607,J. O'Shea,30,56,61,58,65,66,65,65,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Bury,https://cdn.sofifa.org/teams/2/light/1945.png,https://cdn.sofifa.org/players/4/19/180903.png
10608,J. Thomassen,18,61,50,44,66,68,66,56,Netherlands,https://cdn.sofifa.org/flags/34.png,De Graafschap,https://cdn.sofifa.org/teams/2/light/635.png,https://cdn.sofifa.org/players/4/19/243624.png
10609,B. Shea,57,68,65,62,70,66,65,65,United States,https://cdn.sofifa.org/flags/95.png,Vancouver Whitecaps FC,https://cdn.sofifa.org/teams/2/light/101112.png,https://cdn.sofifa.org/players/4/19/186536.png
10610,J. Gleeson,11,16,31,26,44,48,66,16,New Zealand,https://cdn.sofifa.org/flags/198.png,Portland Timbers,https://cdn.sofifa.org/teams/2/light/111140.png,https://cdn.sofifa.org/players/4/19/202921.png
10611,M. Akça,62,50,52,57,62,69,65,38,Turkey,https://cdn.sofifa.org/flags/48.png,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,https://cdn.sofifa.org/players/4/19/205225.png
10612,S. Romero,31,68,52,63,70,57,65,62,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Bucaramanga,https://cdn.sofifa.org/teams/2/light/112992.png,https://cdn.sofifa.org/players/4/19/214185.png
10613,D. Giannoulis,62,56,60,59,70,63,69,45,Greece,https://cdn.sofifa.org/flags/22.png,No club,https://cdn.sofifa.org/flags/22.png,https://cdn.sofifa.org/players/4/19/236457.png
10614,D. Mirfin,61,45,51,35,41,70,65,25,England,https://cdn.sofifa.org/flags/14.png,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,https://cdn.sofifa.org/players/4/19/163754.png
10615,C. Martinez,45,61,57,60,73,66,68,58,Panama,https://cdn.sofifa.org/flags/87.png,Columbus Crew SC,https://cdn.sofifa.org/teams/2/light/687.png,https://cdn.sofifa.org/players/4/19/234154.png
10616,M. Nichols,53,63,65,62,67,64,65,61,Australia,https://cdn.sofifa.org/flags/195.png,Wellington Phoenix,https://cdn.sofifa.org/teams/2/light/111766.png,https://cdn.sofifa.org/players/4/19/182442.png
10617,A. Borysiuk,60,57,65,59,68,74,66,56,Poland,https://cdn.sofifa.org/flags/37.png,Lechia Gdańsk,https://cdn.sofifa.org/teams/2/light/111091.png,https://cdn.sofifa.org/players/4/19/187818.png
10618,B. Cargill,66,53,49,52,58,60,70,29,England,https://cdn.sofifa.org/flags/14.png,Milton Keynes Dons,https://cdn.sofifa.org/teams/2/light/1798.png,https://cdn.sofifa.org/players/4/19/215211.png
10619,R. Shindo,60,38,51,39,67,70,68,27,Japan,https://cdn.sofifa.org/flags/163.png,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/teams/2/light/112444.png,https://cdn.sofifa.org/players/4/19/237739.png
10620,Y. Adli,57,66,59,65,61,60,74,54,France,https://cdn.sofifa.org/flags/18.png,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,https://cdn.sofifa.org/players/4/19/243627.png
10621,G. Gigliotti,65,58,58,57,66,75,66,45,France,https://cdn.sofifa.org/flags/18.png,US Salernitana 1919,https://cdn.sofifa.org/teams/2/light/110373.png,https://cdn.sofifa.org/players/4/19/200876.png
10622,M. Benning,59,60,58,61,70,74,67,61,England,https://cdn.sofifa.org/flags/14.png,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,https://cdn.sofifa.org/players/4/19/208812.png
10623,F. Ananou,65,51,54,51,69,70,70,39,Germany,https://cdn.sofifa.org/flags/21.png,FC Ingolstadt 04,https://cdn.sofifa.org/teams/2/light/111239.png,https://cdn.sofifa.org/players/4/19/234668.png
10624,M. Scavone,47,62,59,65,73,68,65,60,Italy,https://cdn.sofifa.org/flags/27.png,Lecce,https://cdn.sofifa.org/teams/2/light/347.png,https://cdn.sofifa.org/players/4/19/200877.png
10625,U. Antuna,29,58,49,60,76,58,70,49,Mexico,https://cdn.sofifa.org/flags/83.png,FC Groningen,https://cdn.sofifa.org/teams/2/light/1915.png,https://cdn.sofifa.org/players/4/19/237997.png
10626,G. Carpani,60,60,61,62,69,66,68,60,Italy,https://cdn.sofifa.org/flags/27.png,Ascoli,https://cdn.sofifa.org/teams/2/light/1847.png,https://cdn.sofifa.org/players/4/19/230574.png
10627,Bae Seul Gi,64,47,52,28,44,68,65,27,Korea Republic,https://cdn.sofifa.org/flags/167.png,Pohang Steelers,https://cdn.sofifa.org/teams/2/light/1474.png,https://cdn.sofifa.org/players/4/19/208303.png
10628,D. Bejarano,68,48,49,67,62,59,66,33,Bolivia,https://cdn.sofifa.org/flags/53.png,No club,https://cdn.sofifa.org/flags/53.png,https://cdn.sofifa.org/players/4/19/216751.png
10629,P. Nymann,61,58,61,61,70,66,65,52,Denmark,https://cdn.sofifa.org/flags/13.png,AC Horsens,https://cdn.sofifa.org/teams/2/light/1446.png,https://cdn.sofifa.org/players/4/19/155567.png
10630,R. Ramírez,17,19,21,22,46,48,70,16,Argentina,https://cdn.sofifa.org/flags/52.png,Godoy Cruz,https://cdn.sofifa.org/teams/2/light/111706.png,https://cdn.sofifa.org/players/4/19/222639.png
10631,M. de Fockert,14,20,27,22,46,44,68,22,Netherlands,https://cdn.sofifa.org/flags/34.png,Excelsior,https://cdn.sofifa.org/teams/2/light/1971.png,https://cdn.sofifa.org/players/4/19/224175.png
10632,Wang Gang,57,62,61,61,70,70,65,51,China PR,https://cdn.sofifa.org/flags/155.png,Beijing Renhe FC,https://cdn.sofifa.org/teams/2/light/112537.png,https://cdn.sofifa.org/players/4/19/199088.png
10633,J. Ngoy,22,59,46,54,75,73,72,56,Belgium,https://cdn.sofifa.org/flags/7.png,Grasshopper Club Zürich,https://cdn.sofifa.org/teams/2/light/322.png,https://cdn.sofifa.org/players/4/19/236464.png
10634,S. Madden,62,55,59,58,69,72,65,48,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,St. Patrick's Athletic,https://cdn.sofifa.org/teams/2/light/423.png,https://cdn.sofifa.org/players/4/19/184753.png
